EPA Facility ID,Has Accident,Accident Count,NAICS Code,Accident History ID,Facility Accident ID,Date of Accident,Time Accident Began,NAICS Code of Process Involved,NAICS Description,Release Duration (Hours),Release Duration (Minutes),Gas Release,Liquid Spill/Evaporation,Fire,Explosion,Uncontrolled/Runaway Reaction,Storage Vessel,Piping,Process Vessel,Transfer Hose,Valve,Pump,Joint,Other Release Source,Wind Speed,Wind Speed Units,Wind Direction,Temperature,Atmospheric Stability Class,Precipitation Present,Unknown Weather Conditions,Employee/Contractor Deaths,Public Responder Deaths,Public Deaths,Employee/Contractor Injuries,Public Responder Injuries,Public Injuries,On-Site Property Damage ($),Off-Site Deaths,Off-Site Hospitalizations,Off-Site Public Deaths,Off-Site Other Medical Treatments,Evacuated,Sheltered-in-Place,Off-Site Property Damage ($),Fish or Animal Kills,"Tree, Lawn, Shrub, or Crop Damage",Water Contamination,Soil Contamination,Other Environmental Damage,Initiating Event,Contributing - Equipment Failure,Contributing - Human Error,Contributing - Improper Procedures,Contributing - Overpressurization,Contributing - Upset Condition,Contributing - By-Pass Condition,Contributing - Maintenance Activity/Inactivity,Contributing - Process Design Failure,Contributing - Unsuitable Equipment,Contributing - Unusual Weather Condition,Contributing - Management Error,Contributing - Other,Off-Site Responders Notified,Change - Improved/Upgraded Equipment,Change - Revised Maintenance,Change - Revised Training,Change - Revised Operating Procedures,Change - New Process Controls,Change - New Mitigation Systems,Change - Revised Emergency Response Plan,Change - Changed Process,Change - Reduced Inventory,Change - None,Change - Other
100000017698,Yes,1,,1,100000017698_1,Aug-18,20:15,322121,Paper (except Newsprint) Mills,000,05,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Indirect Contact Cooler,,N/A,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pre-existing Underlying Health Issue,"No, not notified",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Revised Indirect Contact Cooler
100000033545,Yes,5,,1,100000033545_1,Jan-24,4:30,32211,Pulp Mills,000,10,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Saltcake Filter,,N/A,N/A,56,N,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Visibility issues,"No, not notified",Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000033545,Yes,5,,2,100000033545_2,Dec-22,8:30,32211,Pulp Mills,000,30,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,open C-sump,3,Miles/h,N,75,A,N/A,N/A,0,0,0,2,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,"modified down process rate, improved"
100000033545,Yes,5,,3,100000033545_3,Oct-19,11:30,32211,Pulp Mills,000,10,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Saltcake Filter,7,Miles/h,N/A,85,N,Yes,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Added signage to equipment
100000033545,Yes,5,,4,100000033545_4,Oct-19,18:30,32211,Pulp Mills,000,05,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Saltcake Filter,14,Miles/h,N/A,75,N,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Added signage to equipment.
100000033545,Yes,5,,5,100000033545_5,May-18,3:05,32211,Pulp Mills,001,00,N/A,Yes,N/A,N/A,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,,Miles/h,N/A,77,F,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,"No, not notified",Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000046915,Yes,2,,1,100000046915_1,Aug-10,10:00,32211,Pulp Mills,000,21,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,N/A,Yes,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A
100000046915,Yes,2,,2,100000046915_2,May-05,15:00,32211,Pulp Mills,003,00,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Meters/second,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Natural(Weather Conditions,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Wind blew ClO2 vapor toward,,Yes,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,Raise awareness of ClO2 alarms to mill
100000048717,Yes,1,,1,100000048717_1,Sep-98,12:00,22131,Water Supply and Irrigation Systems,000,01,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,,Meters/second,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000050044,Yes,1,,1,100000050044_1,Apr-21,10:51,311615,Poultry Processing,000,20,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Compressor C19 oil line,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Unknown,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Oil line was not threaded properly from,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Manufacturer corrected problem
100000051926,Yes,1,,1,100000051926_1,Sep-05,0:10,311615,Poultry Processing,000,15,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,1,Miles/h,S,72,F,N/A,N/A,0,0,0,0,0,0,690,0,0,0,2,15,0,5800,Yes,N/A,Yes,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Attempted Theft,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Enhanced Security
100000052541,Yes,1,,1,100000052541_1,May-20,5:20,311615,Poultry Processing,001,30,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,1,0,0,1000,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000059795,Yes,1,,1,100000059795_1,Mar-18,5:30,33141,Nonferrous Metal (except Aluminum),004,00,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,0,0,0,0,0,22,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000064235,Yes,1,,1,100000064235_1,Dec-07,2:00,325199,All Other Basic Organic Chemical,002,00,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,wastewater sump,8,Miles/h,SSE,,D,N/A,N/A,0,0,0,0,0,0,113000,0,0,0,0,0,0,0,N/A,N/A,Yes,Yes,N/A,Equipment Failure,N/A,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,,Yes,N/A,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A
100000065225,Yes,1,,1,100000065225_1,Jan-12,14:55,311615,Poultry Processing,000,42,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,pressure relief valve,5,Miles/h,SW,45,F,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000071334,Yes,1,,1,100000071334_1,Dec-04,6:43,32532,Pesticide and Other Agricultural,000,01,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,R-431 manway leak,5,Miles/h,N,27,D,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Revised internal communication
100000080574,Yes,2,,1,100000080574_1,Nov-19,8:00,331315,"Aluminum Sheet, Plate, and Foil",000,05,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000080574,Yes,2,,2,100000080574_2,Oct-19,1:00,331314,Secondary Smelting and Alloying of,000,20,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Regulator,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,0,0,0,0,0,20,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,,Yes,Yes,Yes,Yes,Yes,N/A,N/A,Yes,N/A,N/A,N/A
100000081092,Yes,1,,1,100000081092_1,Feb-19,18:00,325199,All Other Basic Organic Chemical,015,20,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,3,Miles/h,NE,53,F,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Added auditing process for loading
100000083642,Yes,1,,1,100000083642_1,Mar-22,9:42,42469,Other Chemical and Allied Products,000,05,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,28,Miles/h,SSW,76,D,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A
100000099877,Yes,3,,1,100000099877_1,Mar-19,12:00,325311,Nitrogenous Fertilizer Manufacturing,000,01,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tanker truck vapor tubing,,N/A,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000099877,Yes,3,,2,100000099877_2,Aug-18,8:57,325311,Nitrogenous Fertilizer Manufacturing,000,05,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Railcar loading valve,,N/A,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000099877,Yes,3,,3,100000099877_3,May-17,10:00,325311,Nitrogenous Fertilizer Manufacturing,000,01,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000100393,Yes,2,,1,100000100393_1,Oct-21,15:31,32518,Other Basic Inorganic Chemical,000,07,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nozzles,11,Miles/h,SSE,72,D,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,434,0,N/A,Yes,N/A,N/A,N/A,Equipment Failure,N/A,Yes,Yes,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,"No, not notified",Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000100393,Yes,2,,2,100000100393_2,Aug-20,21:46,32518,Other Basic Inorganic Chemical,000,39,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,3,Miles/h,N/A,74,N,N/A,N/A,0,0,0,2,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000103693,Yes,1,,1,100000103693_1,Oct-18,5:25,311615,Poultry Processing,003,30,Yes,N/A,Yes,N/A,N/A,Yes,N/A,Yes,N/A,Yes,N/A,N/A,N/A,8,Miles/h,NNE,51,F,N/A,N/A,0,0,0,0,0,0,7600000,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Fire of unknown origin,,Yes,N/A,N/A,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A
100000113584,Yes,1,,1,100000113584_1,Apr-21,8:28,322121,Paper (except Newsprint) Mills,000,11,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,0.1,Miles/h,N/A,61,D,N/A,N/A,0,0,0,6,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000121405,Yes,1,,1,100000121405_1,Jan-99,5:15,32619,Other Plastics Product Manufacturing,000,06,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,,Meters/second,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,None,Unknown,N/A,Yes,Yes,N/A,N/A,N/A,N/A,Yes,N/A,Yes,Yes,N/A,"No, not notified",N/A,N/A,Yes,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A
100000138246,Yes,1,,1,100000138246_1,Jun-15,21:13,311615,Poultry Processing,004,00,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2 bolt pipe flange,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2 bolt Pipe flange,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,change pipe flange from 2 bolt to 8 bolt
100000144015,Yes,1,,1,100000144015_1,Feb-22,15:35,32518,Other Basic Inorganic Chemical,000,02,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Release from scrubber outlet,,N/A,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,"No, not notified",Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Additional chlorine monitors to area,"
100000145425,Yes,1,,1,100000145425_1,Apr-95,11:30,22132,Sewage Treatment Facilities,000,01,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,,Meters/second,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000161086,Yes,1,,1,100000161086_1,Nov-99,6:30,311812,Commercial Bakeries,000,01,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,5,Miles/h,SE,39,N,Yes,N/A,0,0,0,4,0,0,0,0,0,0,0,1000,100,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
100000178942,Yes,1,,1,100000178942_1,Nov-11,6:30,221112,Fossil Fuel Electric Power Generation,024,00,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,underground rupture of piping,5,Miles/h,NE,55,C,N/A,N/A,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,N/A,N/A,N/A,Yes,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,PVC piping unsuitable for ammonia;,,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,new alarms to detect ammonia flow
100000192864,Yes,1,,1,100000192864_1,Aug-10,8:54,49312,Refrigerated Warehousing and Storage,049,06,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,NW,85,N,N/A,N/A,0,0,0,2,0,21,4500000,0,31,0,121,0,100,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,Yes,Yes,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,,Yes,Yes,Yes,Yes,Yes,N/A,Yes,N/A,N/A,N/A,Installation of additional control to the
