EPA Facility ID,Has Accident,Accident Count,NAICS Code,Accident Details
100000046915,Yes,2,,"[{'Date of Accident': 'August 2010', 'NAICS Code of Process Involved': '32211'}, {'Date of Accident': 'May 2005', 'NAICS Code of Process Involved': '32211'}]"
100000048691,No,0,,
100000048717,Yes,1,,"[{'Date of Accident': 'September 1998', 'NAICS Code of Process Involved': '22131'}]"
100000048977,No,0,,
100000049173,No,0,,
100000049921,No,0,32411,
100000050044,Yes,1,,"[{'Date of Accident': 'April 2021', 'NAICS Code of Process Involved': '311615'}]"
100000050375,No,0,,
100000050776,No,0,,
100000050794,No,0,,
100000051926,Yes,1,,"[{'Date of Accident': 'September 2005', 'NAICS Code of Process Involved': '311615'}]"
100000052417,No,0,,
100000052435,No,0,,
100000052541,Yes,1,,"[{'Date of Accident': 'May 2020', 'NAICS Code of Process Involved': '311615'}]"
100000052836,No,0,56292,
100000054683,No,0,,
100000055049,No,0,,
100000055423,No,0,,
100000055815,No,0,,
100000057591,No,0,,
100000058643,No,0,,
100000059795,Yes,1,,"[{'Date of Accident': 'March 2018', 'NAICS Code of Process Involved': '33141'}]"
100000059802,No,0,,
100000059973,No,0,,
100000059982,No,0,,
100000062068,No,0,,
100000062308,No,0,,
100000063094,No,0,,
100000063799,No,0,,
100000064002,No,0,,
100000064235,Yes,1,,"[{'Date of Accident': 'December 2007', 'NAICS Code of Process Involved': '325199'}]"
100000064413,No,0,21113,
100000064761,No,0,,
100000065181,No,0,,
100000065225,Yes,1,,"[{'Date of Accident': 'January 2012', 'NAICS Code of Process Involved': '311615'}]"
100000065234,No,0,,
100000065261,No,0,,
100000066019,No,0,,
100000067438,No,0,42469,
100000067875,No,0,,
100000067884,No,0,,
100000069711,No,0,,
100000071174,No,0,,
100000071334,Yes,1,,"[{'Date of Accident': 'December 2004', 'NAICS Code of Process Involved': '32532'}]"
100000071815,No,0,,
100000071842,No,0,,
100000072529,No,0,,
100000072663,No,0,,
100000072734,No,0,,
100000073699,No,0,211112,
100000074135,No,0,,
100000074224,No,0,,
100000074359,No,0,,
100000076758,No,0,,
100000077445,No,0,,
100000078453,No,0,,
100000078685,No,0,,
100000078738,No,0,211112,
100000079461,No,0,,
100000080574,Yes,2,,"[{'Date of Accident': 'November 2019', 'NAICS Code of Process Involved': '331315'}, {'Date of Accident': 'October 2019', 'NAICS Code of Process Involved': '331314'}]"
100000080654,No,0,,
100000081092,Yes,1,,"[{'Date of Accident': 'February 2019', 'NAICS Code of Process Involved': '325199'}]"
100000081877,No,0,,
100000081902,No,0,,
100000083642,Yes,1,,"[{'Date of Accident': 'March 2022', 'NAICS Code of Process Involved': '42469'}]"
100000084008,No,0,,
100000084222,No,0,211112,
100000084339,No,0,,
100000088184,No,0,325998,
100000088255,No,0,325211,
100000089012,No,0,,
100000090091,No,0,,
100000091633,No,0,,
100000092491,No,0,,
100000092543,No,0,,
100000094051,No,0,,
100000094159,No,0,,
100000099779,No,0,,
100000099877,Yes,3,,"[{'Date of Accident': 'March 2019', 'NAICS Code of Process Involved': '325311'}, {'Date of Accident': 'August 2018', 'NAICS Code of Process Involved': '325311'}, {'Date of Accident': 'May 2017', 'NAICS Code of Process Involved': '325311'}]"
100000100393,Yes,2,,"[{'Date of Accident': 'October 2021', 'NAICS Code of Process Involved': '32518'}, {'Date of Accident': 'August 2020', 'NAICS Code of Process Involved': '32518'}]"
100000101882,No,0,,
100000102346,No,0,,
100000103693,Yes,1,,"[{'Date of Accident': 'October 2018', 'NAICS Code of Process Involved': '311615'}]"
100000103899,No,0,,
100000103906,No,0,,
100000104059,No,0,,
100000104157,No,0,,
100000104433,No,0,,
100000104674,No,0,,
100000105101,No,0,,
100000105307,No,0,,
100000105824,No,0,,
100000106431,No,0,,
100000106805,No,0,,
100000107136,No,0,,
100000107396,No,0,,
100000107421,No,0,,
100000107467,No,0,,
100000107519,No,0,,
100000108171,No,0,,
100000108386,No,0,,
100000111149,No,0,,
100000112898,No,0,,
100000113584,Yes,1,,"[{'Date of Accident': 'April 2021', 'NAICS Code of Process Involved': '322121'}]"
100000114949,No,0,,
100000115001,No,0,,
100000115074,No,0,,
100000115127,No,0,,
100000115582,No,0,,
100000117198,No,0,,
100000118259,No,0,,
100000118366,No,0,,
100000118419,No,0,,
100000118972,No,0,,
100000119481,No,0,,
100000121405,Yes,1,,"[{'Date of Accident': 'January 1999', 'NAICS Code of Process Involved': '32619'}]"
100000122315,No,0,,
100000122896,No,0,,
100000123895,No,0,,
100000124304,No,0,,
100000125893,No,0,,
100000127007,No,0,,
100000128471,No,0,,
100000128505,No,0,,
100000128541,No,0,,
100000128694,No,0,,
100000129844,No,0,,
100000131234,No,0,21113,
100000131635,No,0,,
100000132279,No,0,,
100000133036,No,0,,
100000135169,No,0,,
100000135819,No,0,,
100000136747,No,0,,
100000136863,No,0,,
100000137087,No,0,,
100000138246,Yes,1,,"[{'Date of Accident': 'June 2015', 'NAICS Code of Process Involved': '311615'}]"
100000141312,No,0,,
100000141688,No,0,,
100000142534,No,0,,
100000143276,No,0,,
100000143374,No,0,,
100000143686,No,0,,
100000144015,Yes,1,,"[{'Date of Accident': 'February 2022', 'NAICS Code of Process Involved': '32518'}]"
100000144257,No,0,32519,
100000144934,No,0,,
100000145425,Yes,1,,"[{'Date of Accident': 'April 1995', 'NAICS Code of Process Involved': '22132'}]"
100000146291,No,0,,
100000147968,No,0,,
100000148388,No,0,,
100000148404,No,0,,
100000149127,No,0,,
100000149314,No,0,325998,
100000151621,No,0,,
100000152023,No,0,,
100000152586,No,0,,
100000153638,No,0,,
100000154637,No,0,,
100000154664,No,0,,
100000156163,No,0,,
100000156966,No,0,,
100000157572,No,0,,
100000158009,No,0,,
100000158189,No,0,,
100000158303,No,0,,
100000159589,No,0,,
100000159623,No,0,,
100000159641,No,0,,
100000161086,Yes,1,,"[{'Date of Accident': 'November 1999', 'NAICS Code of Process Involved': '311812'}]"
100000161157,No,0,,
100000162717,No,0,,
100000163271,No,0,,
100000163743,No,0,,
100000165581,No,0,,
100000165634,No,0,,
100000165689,No,0,,
100000166287,No,0,,
100000167865,No,0,,
100000168463,No,0,,
100000168515,No,0,,
100000169122,No,0,,
100000169239,No,0,,
100000169872,No,0,,
100000169934,No,0,,
100000170067,No,0,211112,
100000170076,No,0,,
100000172528,No,0,,
100000173581,No,0,,
100000174688,No,0,,
100000175767,No,0,,
100000177104,No,0,,
100000177168,No,0,,
100000177453,No,0,,
100000177756,No,0,,
100000177998,No,0,,
100000178265,No,0,,
100000178602,No,0,,
100000178942,Yes,1,,"[{'Date of Accident': 'November 2011', 'NAICS Code of Process Involved': '221112'}]"
100000180207,No,0,,
100000181867,No,0,,
100000181876,No,0,,
100000182303,No,0,,
100000182358,No,0,,
100000183776,No,0,,
100000184025,No,0,,
100000184294,No,0,,
100000184454,No,0,,
100000184588,No,0,,
100000184971,No,0,,
100000186069,No,0,,
100000186425,No,0,,
100000186915,No,0,,
100000186951,No,0,,
100000187219,No,0,,
100000187488,No,0,,
100000188361,No,0,,
100000189039,No,0,211112,
100000189716,No,0,,
100000189734,No,0,,
100000192392,No,0,,
100000192864,Yes,1,,"[{'Date of Accident': 'August 2010', 'NAICS Code of Process Involved': '49312'}]"
100000193364,No,0,,
100000194201,No,0,,
100000195479,No,0,,
100000197609,No,0,,
100000198243,No,0,,
100000199402,No,0,,
100000200016,No,0,,
100000202675,No,0,,
100000202826,No,0,,
100000202979,No,0,,
100000203763,No,0,,
100000203843,No,0,,
100000203852,No,0,,
100000206412,No,0,,
100000207055,No,0,,
100000207607,No,0,,
100000207714,No,0,,
100000207983,No,0,,
100000208777,No,0,,
100000208946,No,0,,
100000209776,No,0,,
100000211638,No,0,,
100000211656,No,0,21111,
100000211852,No,0,211112,
100000212584,No,0,,
100000214537,No,0,,
100000215901,No,0,,
100000216232,No,0,,
100000218007,No,0,,
100000218356,No,0,211112,
100000219444,No,0,,
100000222074,No,0,,
100000224241,No,0,49311,
100000226365,No,0,,
100000226837,No,0,,
100000229638,No,0,,
100000230608,No,0,,
100000231439,No,0,,
100000231572,No,0,,
100000231796,No,0,,
100000232367,No,0,,
100000233268,No,0,,
100000235248,No,0,,
100000235373,No,0,,
100000235756,No,0,,
100000235774,No,0,,
100000235783,No,0,,
100000236997,No,0,,
100000237291,No,0,21113,
100000237996,No,0,,
100000238744,No,0,,
100000238851,No,0,,
100000240562,No,0,,
100000241142,No,0,,
100000241311,No,0,,
100000241437,No,0,,
100000241687,No,0,,
100000245825,Yes,1,,"[{'Date of Accident': 'September 2019', 'NAICS Code of Process Involved': '31151'}]"
100000246165,No,0,,
100000247422,No,0,,
100000247583,No,0,,
100000247761,No,0,,
100000247798,No,0,,
100000248591,No,0,,
100000251283,No,0,,
100000252399,No,0,,
100000252629,No,0,,
100000011943,No,0,,
100000012023,No,0,,
100000012194,No,0,,
100000012247,No,0,,
100000013923,No,0,,
100000014003,No,0,,
100000019464,No,0,,
100000019883,No,0,,
100000027641,No,0,,
100000028472,No,0,,
100000028668,Yes,1,,"[{'Date of Accident': 'July 2005', 'NAICS Code of Process Involved': '339991'}]"
100000028917,No,0,,
100000030316,No,0,,
100000030496,No,0,,
100000030806,No,0,,
100000031182,No,0,,
100000032779,No,0,,
100000033171,No,0,,
100000035776,No,0,,
100000036052,No,0,,
100000036873,No,0,,
100000037051,No,0,,
100000037783,Yes,1,,"[{'Date of Accident': 'June 2022', 'NAICS Code of Process Involved': '32213'}]"
100000038684,No,0,,
100000038997,No,0,,
100000039781,No,0,,
100000040001,No,0,,
100000041368,No,0,,
100000043482,No,0,,
100000047558,Yes,2,32519,"[{'Date of Accident': 'May 2021', 'NAICS Code of Process Involved': '32519'}, {'Date of Accident': 'August 2018', 'NAICS Code of Process Involved': '32519'}]"
100000049057,No,0,,
100000049182,No,0,,
100000049468,No,0,,
100000050936,No,0,,
100000050963,No,0,,
100000051418,No,0,,
100000051524,No,0,,
100000051597,No,0,,
100000051695,No,0,,
100000051917,No,0,,
100000052079,No,0,,
100000052202,No,0,,
100000052284,No,0,,
100000052444,No,0,,
100000052499,No,0,,
100000052845,No,0,,
100000052952,No,0,,
100000052998,Yes,1,,"[{'Date of Accident': 'August 2023', 'NAICS Code of Process Involved': '311615'}]"
100000054308,No,0,,
100000054415,No,0,,
100000054424,No,0,,
100000054585,No,0,,
100000054772,Yes,1,,"[{'Date of Accident': 'September 2019', 'NAICS Code of Process Involved': '311615'}]"
100000055664,No,0,,
100000056299,No,0,,
100000057305,No,0,,
100000057341,No,0,,
100000058947,No,0,,
100000059018,No,0,,
100000059296,No,0,,
100000059508,No,0,,
100000060006,No,0,,
100000060088,No,0,,
100000060104,No,0,,
100000061283,No,0,,
100000062326,No,0,,
100000063138,No,0,,
100000063441,Yes,1,,"[{'Date of Accident': 'October 2007', 'NAICS Code of Process Involved': '339999'}]"
100000064119,Yes,2,,"[{'Date of Accident': 'September 1998', 'NAICS Code of Process Involved': '311612'}, {'Date of Accident': 'September 1996', 'NAICS Code of Process Involved': '311612'}]"
100000064501,No,0,211112,
100000064529,No,0,,
100000064798,No,0,,
100000071496,No,0,,
100000071637,No,0,,
100000072681,No,0,211112,
100000072903,No,0,,
100000072967,No,0,,
100000073136,No,0,,
100000075367,No,0,,
100000075492,No,0,,
100000075544,No,0,,
100000075731,No,0,,
100000075795,No,0,,
100000075875,No,0,,
100000075946,No,0,,
100000076044,No,0,,
100000076124,No,0,,
100000076179,No,0,,
100000076954,No,0,,
100000078364,No,0,,
100000084099,No,0,,
100000084678,No,0,,
100000086033,No,0,,
100000086195,No,0,,
100000086337,No,0,,
100000086532,No,0,,
100000086621,No,0,,
100000086863,No,0,,
100000087345,No,0,,
100000087586,No,0,,
100000087906,No,0,,
100000088745,No,0,,
100000090144,No,0,,
100000092384,Yes,1,,"[{'Date of Accident': 'August 2023', 'NAICS Code of Process Involved': '32518'}]"
100000093392,No,0,,
100000095602,No,0,,
100000095782,No,0,,
100000099608,No,0,,
100000101034,No,0,,
100000101123,Yes,1,,"[{'Date of Accident': 'July 2000', 'NAICS Code of Process Involved': '311615'}]"
100000101347,Yes,1,,"[{'Date of Accident': 'January 2023', 'NAICS Code of Process Involved': '32518'}]"
100000101409,No,0,,
100000102328,No,0,,
100000102612,No,0,,
100000103611,No,0,211112,
100000104317,No,0,,
100000105511,No,0,,
100000107895,Yes,3,,"[{'Date of Accident': 'December 2021', 'NAICS Code of Process Involved': '32213'}, {'Date of Accident': 'May 2021', 'NAICS Code of Process Involved': '32213'}, {'Date of Accident': 'January 2018', 'NAICS Code of Process Involved': '32213'}]"
100000108135,No,0,,
100000108901,Yes,1,562211,"[{'Date of Accident': 'May 2018', 'NAICS Code of Process Involved': '562211'}]"
100000109278,No,0,211112,
100000109839,No,0,,
100000110532,No,0,,
100000111425,Yes,4,32519,"[{'Date of Accident': 'January 2023', 'NAICS Code of Process Involved': '325199'}, {'Date of Accident': 'December 2022', 'NAICS Code of Process Involved': '325199'}, {'Date of Accident': 'February 2022', 'NAICS Code of Process Involved': '325199'}, {'Date of Accident': 'December 2019', 'NAICS Code of Process Involved': '325199'}]"
100000111899,No,0,,
100000111915,No,0,,
100000112282,Yes,1,32518,"[{'Date of Accident': 'October 2021', 'NAICS Code of Process Involved': '325998'}]"
100000113352,No,0,,
100000113888,No,0,,
100000115207,No,0,,
100000117189,No,0,,
100000118963,No,0,,
100000119212,No,0,,
100000120442,No,0,,
100000120479,No,0,,
100000120665,No,0,,
100000120987,No,0,,
100000121209,No,0,,
100000122627,No,0,,
100000122672,No,0,,
100000124046,No,0,,
100000124386,No,0,22131,
100000125134,No,0,,
100000126259,No,0,,
100000127178,No,0,,
100000127944,No,0,,
100000128168,No,0,,
100000134204,Yes,1,,"[{'Date of Accident': 'February 2021', 'NAICS Code of Process Involved': '32411'}]"
100000134632,No,0,211112,
100000139192,No,0,,
100000139888,No,0,,
100000140803,No,0,,
100000141143,No,0,,
100000141571,No,0,,
100000141839,No,0,,
100000142455,No,0,,
100000142605,No,0,,
100000142687,No,0,,
100000143294,No,0,,
100000145345,No,0,,
100000145817,No,0,,
100000145835,No,0,,
100000145979,No,0,,
100000147085,No,0,,
100000147717,No,0,,
100000147888,No,0,,
100000148789,No,0,,
100000150873,No,0,,
100000157607,No,0,,
100000157723,No,0,,
100000159687,No,0,,
100000159712,No,0,,
100000159801,No,0,,
100000159838,No,0,,
100000159874,No,0,,
100000159892,No,0,,
100000163609,No,0,,
100000163627,No,0,,
100000163789,No,0,,
100000164065,No,0,,
100000166278,No,0,,
100000168365,No,0,,
100000169337,No,0,,
100000171164,Yes,1,,"[{'Date of Accident': 'December 2014', 'NAICS Code of Process Involved': '311615'}]"
100000171306,No,0,,
100000172555,No,0,,
100000172813,Yes,1,,"[{'Date of Accident': 'October 2002', 'NAICS Code of Process Involved': '562211'}]"
100000173411,No,0,,
100000174385,No,0,,
100000175491,No,0,,
100000175507,No,0,,
100000175758,No,0,,
100000176196,No,0,42471,
100000177266,No,0,,
100000178568,No,0,,
100000179497,Yes,1,,"[{'Date of Accident': 'November 2003', 'NAICS Code of Process Involved': '22131'}]"
100000179727,No,0,,
100000180001,No,0,,
100000181082,No,0,,
100000181536,No,0,,
100000183393,No,0,,
100000186372,No,0,,
100000188584,No,0,,
100000188619,No,0,,
100000188726,No,0,,
100000189119,No,0,,
100000191133,No,0,,
100000192016,No,0,,
100000193168,No,0,,
100000194149,No,0,,
100000196977,No,0,,
100000199616,No,0,,
100000200301,No,0,,
100000200445,No,0,,
100000201462,Yes,1,,"[{'Date of Accident': 'July 2022', 'NAICS Code of Process Involved': '32599'}]"
100000202014,No,0,,
100000207812,No,0,,
100000209874,No,0,,
100000210835,No,0,,
100000212236,No,0,,
100000215073,No,0,,
100000215956,No,0,21113,
100000218542,No,0,,
100000220389,No,0,,
100000220619,No,0,,
100000224223,No,0,,
100000225687,No,0,,
100000225767,No,0,49311,
100000228121,No,0,,
100000228808,No,0,,
100000229317,No,0,,
100000230038,No,0,,
100000232072,No,0,,
100000232385,No,0,,
100000234258,No,0,,
100000234285,No,0,,
100000235051,No,0,,
100000235088,No,0,,
100000235168,No,0,,
100000236363,No,0,,
100000238548,Yes,1,,"[{'Date of Accident': 'July 2020', 'NAICS Code of Process Involved': '311111'}]"
100000240483,No,0,,
100000242588,No,0,,
100000243364,No,0,,
100000247128,No,0,,
100000247592,No,0,,
100000248305,No,0,,
100000249689,No,0,,
100000252219,No,0,,
100000252335,No,0,,
100000255243,No,0,,
100000015805,No,0,,
100000001650,Yes,1,,"[{'Date of Accident': 'March 2021', 'NAICS Code of Process Involved': '49312'}]"
100000003426,No,0,,
100000006058,No,0,,
100000014272,No,0,,
100000014478,No,0,,
100000014628,No,0,,
100000016993,No,0,,
100000021193,No,0,,
100000024083,No,0,,
100000027687,No,0,,
100000028114,No,0,,
100000028999,No,0,,
100000029462,No,0,,
100000030334,No,0,,
100000033206,No,0,,
100000033313,No,0,,
100000033947,No,0,,
100000034713,No,0,,
100000034759,No,0,,
100000034795,No,0,,
100000035179,No,0,,
100000035197,No,0,,
100000035204,No,0,,
100000035295,No,0,,
100000035357,No,0,,
100000036276,No,0,,
100000036338,No,0,,
100000036454,No,0,,
100000036613,No,0,,
100000036908,No,0,,
100000039692,No,0,,
100000040939,No,0,,
100000043062,No,0,,
100000043106,Yes,1,,"[{'Date of Accident': 'July 2020', 'NAICS Code of Process Involved': '31111'}]"
100000048281,No,0,,
100000052168,No,0,,
100000052266,No,0,,
100000052694,No,0,,
100000053461,No,0,,
100000053531,No,0,,
100000053602,No,0,,
100000054255,Yes,1,,"[{'Date of Accident': 'February 1998', 'NAICS Code of Process Involved': '22131'}]"
100000054601,No,0,,
100000055771,No,0,,
100000057966,No,0,,
100000058082,Yes,1,,"[{'Date of Accident': 'November 2007', 'NAICS Code of Process Involved': '22132'}]"
100000058144,No,0,,
100000058652,No,0,,
100000060079,Yes,1,,"[{'Date of Accident': 'June 2021', 'NAICS Code of Process Involved': '31151'}]"
100000062148,No,0,,
100000064333,No,0,,
100000066563,No,0,,
100000066849,No,0,,
100000070246,No,0,,
100000074153,No,0,,
100000074304,No,0,,
100000074929,No,0,,
100000075198,No,0,,
100000075811,No,0,,
100000078033,No,0,,
100000078275,No,0,,
100000082064,No,0,,
100000084179,No,0,,
100000085016,No,0,,
100000091223,Yes,1,,"[{'Date of Accident': 'July 2020', 'NAICS Code of Process Involved': '32615'}]"
100000093622,No,0,,
100000093891,No,0,,
100000098388,No,0,,
100000101203,No,0,,
100000105655,No,0,,
100000106271,No,0,,
100000106592,Yes,1,,"[{'Date of Accident': 'May 2012', 'NAICS Code of Process Involved': '32512'}]"
100000106912,No,0,,
100000108279,Yes,1,,"[{'Date of Accident': 'October 2019', 'NAICS Code of Process Involved': '49312'}]"
100000110408,No,0,,
100000111933,No,0,,
100000117232,No,0,,
100000117321,No,0,,
100000117982,No,0,,
100000119114,No,0,,
100000120086,No,0,,
100000121245,No,0,,
100000122119,No,0,,
100000124509,No,0,,
100000126099,No,0,,
100000126829,No,0,,
100000127365,No,0,,
100000127873,No,0,,
100000128293,No,0,,
100000128925,No,0,42469,
100000129283,No,0,334418,
100000132215,Yes,2,,"[{'Date of Accident': 'January 2024', 'NAICS Code of Process Involved': '311514'}, {'Date of Accident': 'August 2009', 'NAICS Code of Process Involved': '311514'}]"
100000133526,Yes,1,,"[{'Date of Accident': 'October 2022', 'NAICS Code of Process Involved': '312113'}]"
100000137755,No,0,,
100000141599,Yes,1,,"[{'Date of Accident': 'August 1995', 'NAICS Code of Process Involved': '32518'}]"
100000147138,No,0,,
100000147799,No,0,,
100000149332,No,0,,
100000149966,No,0,,
100000150187,No,0,,
100000150784,No,0,,
100000150891,No,0,,
100000150935,No,0,,
100000150999,No,0,,
100000151024,No,0,,
100000151159,No,0,,
100000151569,No,0,,
100000153399,No,0,,
100000154389,No,0,,
100000154959,No,0,,
100000156877,No,0,,
100000158517,No,0,,
100000158964,No,0,,
100000159678,No,0,,
100000163681,No,0,,
100000164813,Yes,1,,"[{'Date of Accident': 'July 1995', 'NAICS Code of Process Involved': '42269'}]"
100000166722,No,0,,
100000167197,No,0,,
100000167954,No,0,,
100000168481,No,0,,
100000169541,No,0,,
100000170254,No,0,,
100000170398,No,0,,
100000170879,No,0,,
100000171404,No,0,,
100000173867,Yes,1,,"[{'Date of Accident': 'July 2013', 'NAICS Code of Process Involved': '42471'}]"
100000174919,No,0,,
100000175151,No,0,,
100000175446,No,0,,
100000175963,No,0,,
100000176739,No,0,,
100000176855,No,0,,
100000177033,No,0,,
100000177701,No,0,,
100000178103,No,0,,
100000178167,No,0,,
100000179077,No,0,,
100000179736,No,0,,
100000181723,No,0,,
100000181956,No,0,,
100000182802,No,0,,
100000183099,No,0,,
100000183516,No,0,,
100000184873,No,0,,
100000185328,No,0,,
100000185685,No,0,,
100000187683,No,0,,
100000187843,No,0,,
100000188968,No,0,,
100000189495,No,0,,
100000189903,No,0,,
100000189912,No,0,,
100000190483,No,0,,
100000191393,No,0,,
100000192338,No,0,,
100000193649,No,0,,
100000193818,No,0,,
100000195148,No,0,,
100000195727,No,0,,
100000196067,No,0,,
100000196815,No,0,,
100000198966,No,0,,
100000200418,No,0,325193,
100000200524,No,0,,
100000201809,No,0,,
100000204753,No,0,,
100000208367,No,0,,
100000210087,No,0,,
100000210693,No,0,,
100000210755,No,0,,
100000212478,No,0,,
100000212487,No,0,,
100000213299,No,0,,
100000214886,Yes,1,,"[{'Date of Accident': 'April 2016', 'NAICS Code of Process Involved': '31151'}]"
100000215652,No,0,,
100000215885,No,0,,
100000219435,No,0,,
100000221057,No,0,,
100000222724,No,0,,
100000223885,No,0,,
100000228611,No,0,,
100000233197,No,0,,
100000233561,No,0,,
100000239725,No,0,,
100000239761,No,0,,
100000241749,No,0,49311,
100000241945,No,0,,
100000242917,No,0,,
100000246496,No,0,,
100000247529,No,0,,
100000249377,No,0,,
100000249457,No,0,,
100000249956,No,0,,
100000251032,No,0,,
100000251407,No,0,,
100000251595,No,0,,
100000252353,No,0,,
100000252362,No,0,32615,
100000252442,No,0,,
100000253325,No,0,,
100000253487,No,0,,
100000254306,No,0,,
100000254832,No,0,,
100000000090,No,0,,
100000001892,No,0,,
100000001972,No,0,,
100000004096,No,0,,
100000006076,No,0,,
100000008001,No,0,,
100000010784,No,0,,
100000011499,No,0,,
100000011872,No,0,,
100000012675,No,0,,
100000013914,No,0,,
100000014058,No,0,,
100000014352,No,0,,
100000014771,No,0,,
100000014888,No,0,,
100000014977,No,0,,
100000014995,No,0,,
100000015011,No,0,,
100000015413,No,0,,
100000015976,No,0,,
100000016118,No,0,,
100000016127,No,0,,
100000016724,No,0,,
100000018287,No,0,,
100000020274,No,0,,
100000020595,No,0,,
100000020611,No,0,,
100000021549,No,0,,
100000021585,No,0,,
100000022236,No,0,,
100000023173,No,0,,
100000023501,No,0,,
100000024715,No,0,,
100000026465,No,0,,
100000026928,No,0,,
100000027464,No,0,,
100000028089,No,0,,
100000028622,No,0,,
100000028659,No,0,,
100000028711,No,0,,
100000028757,No,0,,
100000028775,No,0,,
100000028793,No,0,,
100000028819,No,0,,
100000028846,No,0,,
100000028873,No,0,,
100000028882,No,0,,
100000028891,No,0,,
100000028908,No,0,,
100000028935,No,0,,
100000028944,No,0,,
100000028953,No,0,,
100000029006,No,0,,
100000029079,No,0,,
100000029088,No,0,,
100000029097,Yes,1,,"[{'Date of Accident': 'August 1995', 'NAICS Code of Process Involved': '49312'}]"
100000029131,No,0,,
100000029328,No,0,,
100000029346,Yes,1,,"[{'Date of Accident': 'October 2023', 'NAICS Code of Process Involved': '49312'}]"
100000029783,No,0,,
100000029792,No,0,,
100000030101,No,0,,
